id,text,sentiment
870430859966398465,RT @GIRLposts: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and soci… ,1
870430863493918720,RT @TaylereGang: Lmao: Laughing My Anxiety Off.,-1
870430867918692353,Depression + anxiety x madness = artist &amp; contemporary art  @ https://t.co/3Urxf21J9b  - London @nytimes @WSJ… https://t.co/PBAHtyCjOW,1
870430866941640704,RT @lifeaseva: Can we all stop treating anxiety like it's a choice and something cool to have thank you,-1
870430868598251520,"RT @3amfeels: My neck, my back, my anxiety attack",-1
870430876970045440,"""Come and watch the skinny kid with a steadily declining mental health, and laugh as he attempts to give you what he cannot give himself""",-1
870430877435568128,RT @lifeaseva: RESPECT AND ACKNOWLEDGE PEOPLE WITH MENTAL HEALTH PROBLEMS IT IS A REAL THING AND NOT SOMETHING ANYONE CHOOSES TO LIVE WITH,1
870430879612420097,RT @LateefAce: Your MCM has been bullying people on the TL for years then drops a blog post about depression.,1
870430879553904640,"RT @Kon__K: Men, seeking help for depression, anxiety or any mental health issue is an act of self - love that you deserve. Don't suffer in…",-1
870430883349753857,"I mean, I've seen people celebrating a scene where Wiccan says how he was so corageous for having anxiety (from New Avengers I think?)",-1
870430885849464833,How Childhood Trauma Can Affect Mental and Physical Health Into Adulthood https://t.co/9AMTzLiAJS,-1
870430886101217281,RT @Fareisofficial: How do I uninstall anxiety from my life?,-1
870430890056437760,RT @TaliaMarMusic: I'm literally anxiety level 10 today 😫 so frustrating not being able to shut it off,-1
870430890404524032,"Goldman Sachs has engineered every major market manipulation since the Great Depression,they're about to do it again https://t.co/SSMSNJo24I",-1
870430892992409601,RT @fatimaxkhan: Imagine a life without anxiety and stress... wowowow,-1
870430894703616000,RT @31ltolox: @girlhermes @philipseidl @Lilylitebug @HackedOffHugh Don't be silly. I served my daughter up a steaming plate of my… ,-1
870430903775907841,RT @Vallllentine: friendly reminder that you have no obligation to any family members or friends that are toxic to your mental or physical…,1
870430905529016320,RT @TruehopeEmpower: 10 nutritional deficiencies that may cause depression https://t.co/NIfvlPlDQM #Mentalhealth #Nutrition,-1
870430907722858496,RT @lifeaseva: Depression is diagnosed by a doctor and can be helped. Its not a sad twitter joke. Its not a relateable tweet. Stop joking a…,-1
870430908268064768,"RT @PudseyLabour: I am delighted to pledge support for people with mental health problems, in line with Mind's manifesto:... https://t.co/W…",1
870430908872093696,RT @goghld: Why did I just moan https://t.co/YNi3BLQG1j,1
870430914039259137,RT @dodo: Cletus the rescue dog has anxiety and so many health issues — but his new parents know exactly how to calm him down. https://t.co…,1
870430920268034048,RT @lifeaseva: Can we all stop treating anxiety like it's a choice and something cool to have thank you,1
870430920528023552,Depression cure? Taking THIS every day could help symptoms https://t.co/KqaR3CtVfL,1
870430921014493185,@DannyJamesBlake Its very scary to drive. I think I will only learn if I will finally cure my anxiety: (,1
870430925301010434,"RT @_Resuki_: ""Come and watch the skinny kid with a steadily declining mental health, and laugh as he attempts to give you what he cannot g…",-1
870430932938969088,"RT @SELFmagazine: @CW_Riverdale star @lilireinhart: Yes, depression can affect seemingly 'perfect' people: https://t.co/nj3bohnKIU https://…",1
870430934025109504,"Hmmm i had been suffering from Adulthood for too long, someone give me meds for it plis https://t.co/vEUytnNuWR",-1
870430946310275072,RT @COCONUTOILBAE: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and soci… ,1
870430952459124736,RT @clayfeathers: Melania Trump Questions Kathy Griffin’s Mental Health After Trump Beheading Photo #ThursdayThoughts  https://t.co/Yep2g59…,-1
870430952031477760,"RT @RockSolidCross: Cast all your anxiety on Him because He cares for you. 
1 Peter 5:7 https://t.co/k8AvITuSuT",1
870430952861913088,I have had ZERO anxiety since I got to the beach house. Tonight's our last night and that missing anxiety has returned with a vengeance.,-1
870430957727240192,"RT @Kon__K: Men, seeking help for depression, anxiety or any mental health issue is an act of self - love that you deserve. Don't suffer in…",1
870430966493270016,RT @COCONUTOILBAE: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and soci… ,1
870430969903362049,RT @GIRLposts: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and soci… ,1
870430971329355776,RT @humansofny: “I don’t think I’m going to miss eighth grade. It’s been a tough year. A lot of my friends are struggling with depr… ,1
870430971505639424,@aff_ab @dinossavs eu to numa fase complicada para acertar coisas(depression) mas prfv segura na minha mão pq dá certo,-1
870430971677560836,RT @pettyblackboy: Me and my homegirls taking a break from our depression to turn up at local functions this summer https://t.co/bhtbieNixW,-1
870430974722658305,RT @humansofny: “I don’t think I’m going to miss eighth grade. It’s been a tough year. A lot of my friends are struggling with depr… ,1
870430975620259840,RT @LogicsFanpage: Only the real fans got emotional when they saw this. Anxiety is a real thing and just know you're not alone! �?… ,1
870430980930023425,The anxiety over a game is finally back. I'm nervous about the NBA finals,-1
870430982700236802,"3) i get really bad anxiety attacks about what others think of me, I also panic that I seem overly clingy/annoying to my loved ones a lot...",-1
870430985367805952,RT @COCONUTOILBAE: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and soci… ,1
870430992653316098,@VolfMech Totally agree with this statement. The use of the word 'depression' is thrown around so much that it's re… https://t.co/zOyItWp29I,-1
870431003109502976,RT @COCONUTOILBAE: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and soci… ,1
870431008041992194,19 Problems Only Happy People With Depression Understand https://t.co/6YMq1mmoTM,-1
870431008830705669,Preach ! https://t.co/Sz3XAVTGba,1
870431012467200000,RT @mistercakerz: DID THE #sleeppositionmeme by @time2slime !! IT ME SLEEPING AWAY MY ANXIETY- I MEAN SLEEPING FROM A HARD DAY OF WOR… ,-1
870431013222178816,Tonight has been horrible with my anxiety being through the roof.,-1
870431023716343809,Also PK's giving me anxiety and I can NOT watch them,-1
870431026413162496,@IyanlaVanzant pray for my mother that she will no longer see herself as a failure...and get out of her depression and back into life thx,-1
870431028170678272,RT @Vallllentine: friendly reminder that you have no obligation to any family members or friends that are toxic to your mental or physical…,1
870431028195844098,Abortion causes an increase in the risk of pre-term births in next pregnancies. And mental health risks. Suicide increases 6x.,-1
870431031609892864,"Anxiety: hi
Me: not right now 😑",1
870431036722692096,"RT @heylandsberg: I don't know 1 person with depression who doesn't feel a debilitating loss of self esteem. 
Knowing that others feel it h…",-1
870431036383088642,RT @HogwartsMaglc: Everything about Harry Potter that I see now just makes me so nostalgic. Forever suffering from Post Potter Depression.…,-1
870431037154840580,"Here's a great idea, hear me out: find a person who has depression. Tell them to kill themselves for trying to apologise. Watch them obey.",-1
870431037456879616,RT @humansofny: “I don’t think I’m going to miss eighth grade. It’s been a tough year. A lot of my friends are struggling with depr… ,1
870431045069438976,"@chrisbrown  Anxiety to watch this documentary. Just like me, Team Breezy expects him to pass the Brazil 🇧🇷�?� https://t.co/DGassLUnx4",1
870431046252191744,RT @DaiDai_TheGoon: men are so trash. this the reason i get hella anxiety walking through groups of guys. y'all like some damn vultures htt…,-1
870431046784999427,"RT @AnEndToSuicide: Dear parents,

Mental health &gt; Grades.

Dear schools,

Mental health &gt; Grades.

Dear society, 

Mental health &gt; Grades.",1
870431047447584768,"RT @JediASU: ASU saved my life.
Literally.
Helped me recognize my depression, to get help, to be successful, to graduate.
Foreve… ",1
870431051574779904,Finals anxiety is currently at infinity.,-1
870431052287836161,RT @jennkuchenbrod: Lmk when my anxiety is going to stop ruining my life,-1
870431053286125574,"RT @belleg96: ""That's the funny thing about anxiety;  you weren't entirely sure if you were real or if anything around you was, either."" #S…",1
870431056276488192,"Wisest words I've heard don't allow your depression to control your life, you control the depression.  It's hard but possible most days",1
870431056243175425,Thank you to Cox North psychological department for raising money for mental health awareness month!! We are... https://t.co/4SiXWA3nyo,-1
870431057887334402,"#depression  #scenario 

 https://t.co/QyhJuheuxk",-1
870431059627827200,breaking news; I use my depression as a crutch to be an asshole because I ignore mundane people,-1
870431065113886720,RT @J_Titialii: My crippling depression https://t.co/uobZKsm2ud,-1
870431076719702016,"PTSD ISN'T about WHAT'S WRONG with you. It's about WHAT HAPPENED to you. 
https://t.co/5qmENbauxD https://t.co/fm0FWLcxll",-1
870431082151161857,RT @GIRLposts: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and soci… ,1
870431082453372928,RT @PatcohenNYT: Why is a below-average jobless rate still causing above- average anxiety: no security and stability.  https://t.co/jbSCbQ8…,1
870431086202896384,RT @humansofny: “I don’t think I’m going to miss eighth grade. It’s been a tough year. A lot of my friends are struggling with depr… ,1
870431086823780353,RT @humansofny: “I don’t think I’m going to miss eighth grade. It’s been a tough year. A lot of my friends are struggling with depr… ,1
870431087276810240,It all started with 1 problem which is DEPRESSION then it turned into 99 problems each one is worse than the other,-1
870431089055092737,Woman with extreme #anxiety once saw her memory RESET every day https://t.co/PlBJoA7veu #ect #psychiatry #Mentalhealth #misdiagnosis,-1
870431096973938690,@anaeun_ sorry it's just another word for shaking. yeah it's probably anxiety,1
870431097015992320,RT @TheGoogleFactz: Art against depression https://t.co/jwaShXB5bu,-1
870431097229901824,"RT @Kon__K: Men, seeking help for depression, anxiety or any mental health issue is an act of self - love that you deserve. Don't suffer in…",1
870431098387484672,damn straight boi https://t.co/QoFV7BpimT,-1
870431101893853185,RT @humansofny: “I don’t think I’m going to miss eighth grade. It’s been a tough year. A lot of my friends are struggling with depr… ,1
870431102107832321,10b) I have a lot of positive associations with WoW because it kept me happy and focused at a time when my depression was at its worst.,1
870431104741679104,"RT @Iipglock: From: depression 
to: me https://t.co/Ao1NxJGHCn",-1
870431106541260801,"@Sunovion 
Proud Sponsor of ""The Art of Recovery"" 
#Patients 
Jay Couture, CEO/Executive Director, Seacoast Mental… https://t.co/XRVabYGWzg",-1
870431107052965888,well I can relate. ive been suffering from depressi... — Yeah I have manic depression there are a lot of iss... https://t.co/oF8S9llou6,1
870431107258482689,RT @oraltwjnk: Depression https://t.co/g4QIZjnRj1,1
870431106709032960,RT @memetribute: me trying to better my mental health https://t.co/roAxNDwIbE,-1
870431105702383616,RT @ImpactADHD: These unexpected things help people struggling with anxiety RELAX! https://t.co/lLvaNDCzUz https://t.co/X8mk6jemN8,1
870431109569323010,#Mobile Phone Separation Anxiety Is Real and It's Getting Worse https://t.co/J6HygWRu5f via @dlavenda #marketingtrends,-1
870431114292338689,RT @lifeaseva: RESPECT AND ACKNOWLEDGE PEOPLE WITH MENTAL HEALTH PROBLEMS IT IS A REAL THING AND NOT SOMETHING ANYONE CHOOSES TO LIVE WITH,1
870431124974993408,"RT @hoecry: Ur wcw sleeps for 8+ hours at night and still takes a fat depression nap when she gets home. It's me, I'm ur wcw",-1
870431125990240258,"Mañana regreso a la universidad. Mañana comienzo clases. Mañana comienzo lo que había decidido dejar. Mi zen se derrumba, mierda. #anxiety",-1
870431127269453826,All my mains (scribbled user is my depression acc) https://t.co/a2duWLEULe,-1
870431133728636930,RT @ChiIIVlbes: mental health is a serious issue.,-1
870431143107100672,"@crash_matrix Is that an issue where you are, or are you just saying Irish = anxiety? NYC = all the nationalities e… https://t.co/Pru030f4U6",1
870431144226897920,�?: whenever my depression was really bad i used to vent to my dog about my problems but she doesnt sleep w me anymore bc she likes to stay +,-1
870431144369561600,RT @ndemma_: still can't tell if the tears in my eyes are from the allergies or the depression https://t.co/HdCPgXqIEu,-1
870431146038902784,@yehohkkae It's honestly best for your mental health. I on the other hand can't help myself...,1
870431147393556480,RT @GIRLposts: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and soci… ,1
870431152854544384,"RT @allouratoms: The most gender, sexuality, race, religion, mental health inclusive show quite possibly ever, and you bloody cancel it. Wh…",-1
870431155748786177,RT @pettyblackboy: Me and my homegirls taking a break from our depression to turn up at local functions this summer https://t.co/bhtbieNixW,-1
870431156310757376,RT @memetribute: me trying to better my mental health https://t.co/roAxNDwIbE,1
870431157715906560,RT @humansofny: “I don’t think I’m going to miss eighth grade. It’s been a tough year. A lot of my friends are struggling with depr… ,1
870431158856818688,RT @nicamora: finna be asleep in .6 seconds but why is it that creatives seem to experience depression the most,-1
870431172039516161,RT @GIRLposts: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and soci… ,1
870431180222496768,"I wanna make a resolution to be visibly + unashamedly queer this month but i have a lot of anxiety around bein seen, as much as I want to be",-1
870431202469179392,"Whew.

I needed to hear that.  Thanks, 8th grader wise beyond your years, and thanks HoNY. https://t.co/YBylAOJ9K6",1
870431203857485826,Let go of stress and anxiety through meditation. Begin to change your life for the better today with Minus Method™ https://t.co/xPZuIEE5iF,-1
870431207737090048,RT @iGasup_hoes: Me looking for the culprit of my anxiety and depression when I'm the person who cause it https://t.co/euqrHRD2bw,-1
870431210920583169,@EthanDolan @GraysonDolan can relate https://t.co/nTjbOgk8GW,-1
870431219149942784,RT @GIRLposts: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and soci… ,1
870431224917090304,RT @humansofny: “I don’t think I’m going to miss eighth grade. It’s been a tough year. A lot of my friends are struggling with depr… ,1
870431234697998336,RT @GIRLposts: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and soci… ,1
870431238435241984,RT @humansofny: “I don’t think I’m going to miss eighth grade. It’s been a tough year. A lot of my friends are struggling with depr… ,1
870431247012700160,RT @GIRLposts: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and soci… ,1
870431256797958147,RT @humansofny: “I don’t think I’m going to miss eighth grade. It’s been a tough year. A lot of my friends are struggling with depr… ,1
870431260413276160,Why are mental diseases and depression so glorified?,-1
870431260908240896,He owned the heart of paradise 💖 https://t.co/VubVuZWJqz,1
870431262955253760,"RT @sofaritsian: the 1975 at MSG tomorrow is the biggest stan twitter meetup ever it's the equivalence of the grammy's, my anxiety is shaki…",-1
870431265790599168,When you realized you been suffering from depression for years,-1
870431270429487108,RT @Duaaayy: @Rubab023 @Hamayil____ @WaseemBadami mai khud seedhe hone ki khoshish krti hoon depression hone nahi deti:)) but I'… ,-1
870431272128045057,Oh my god @peeanofreek @Hawillisdc https://t.co/t220NtxS5I,-1
870431274099519493,"i guess this is what depression is like for me? i kinda just, disappear into a well of pointless introspection and self-scrutiny, wth the -",1
870431277811458048,Fight Your Depression Battle With These Helpful Tips - https://t.co/Ll4EFCrjE2,-1
870431281145929728,"@jack American isolationism has occurrd before, during earlier 20th century/depression era.  
its a symboloc act of inward looking retreat",-1
870431286099271680,RT @GIRLposts: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and soci… ,1
870431283578634241,It's About Time You Tried A Grounding Practice For Your Anxiety https://t.co/z9wWHW04px #digdeep #Mindfulness https://t.co/HSidwFvFHx,1
870431285944229892,RT @COCONUTOILBAE: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and soci… ,-1
870431288595017729,😭😭😭😭adorable https://t.co/Ij1o9SnaU6,1
870431290255970305,"RT @BrittApplegate: Listen, a job can lead to depression, anxiety, all of that. Your health comes first. #NotAlwaysWorthIt https://t.co/3os…",-1
870431292269228032,RT @nicamora: finna be asleep in .6 seconds but why is it that creatives seem to experience depression the most,-1
870431293443641344,"Ever hit that point of depression where you're too sad to leave the house to do stuff, and it makes you more sad, and it cycles? Bc same.",-1
870431302666911749,maybe if I become emotionally attached to my anxiety it'll leave me too,-1
870431309654634496,RT @Channy_Buckets: Anxiety in a picture 😂😂 https://t.co/Jrb7mUNYLj,-1
870431312607399937,RT @humansofny: “I don’t think I’m going to miss eighth grade. It’s been a tough year. A lot of my friends are struggling with depr… ,1
870431324225421312,"Recession is when a neighbor loses his job. Depression is when you lose yours.
Ronald Reagan",-1
870431325865607169,When u already have crippling anxiety&amp; @aayyyy10 mentions that someone placed a bomb in this theatre earlier this year. I feel so calm,-1
870431332735754240,RT @memetribute: me trying to better my mental health https://t.co/roAxNDwIbE,1
870431333092294656,"Depression,Anxiety,Obsessive-Compulsive Disorder...It never gets better...",-1
870431333431918592,RT @king_imbo: I'm a chill person with a lot of anxiety,-1
870431346921017345,RT @SkypeTherapist: Don't be a prisoner of recurrent #anxiety. It is a habit that can be changed through #Mindfulness #Therapy.… ,-1
870431347545784320,RT @lindsaygholmes: Men are far less likely to speak up about mental health. These public figures are helping to change that. https://t.co/…,-1
870431348141342720,RT @COCONUTOILBAE: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and soci… ,1
870431352344236033,"RT @mernaangry: ur wcw sets her dreams n goals but does nth to achieve them bc her depression is taking over her life, its me, im ur wcw",1
870431355838099456,"Your cup of coffee and this post on my blog: Mental Health Resources: Gratitude Worksheet.
https://t.co/Xqj8zCufix https://t.co/FiyYgGXscS",-1
870431355368353792,@JammieWF Someone freaking out about this is prone to panic attacks and anxiety? No way!,1
870431357800927232,"RT @pressure: depression never arrives alone

it brings along its friends: despair, self-injury and suicide

depression is the invisible pl…",1
870431357675163648,RT @GIRLposts: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and soci… ,-1
870431361798111233,"How to Calm Our Anxious Selves | World of Psychology 

#MentalHealth #Anxiety #Stress #ThursdayThoughts… https://t.co/9aFbXlEp8H",-1
870431366474858496,LISTEN: @blackferns player @rubytui explains the importance of athlete mental health on WISP WORLD NZ… https://t.co/1cK22b9pq0,1
870431368655896576,RT @cpcab: BACP warn that counselling is at 'real risk' of being downgraded or removed from NICE “Guidelines for Depression�?: https://t.co/…,-1
870431375664439297,#PremierDental Does Your Child Have Dental Anxiety? You Can Help!. Read Blog: https://t.co/6DD8jxj9rS,1
870431376721530880,RT @GIRLposts: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and soci… ,1
870431380240568321,RT @humansofny: “I don’t think I’m going to miss eighth grade. It’s been a tough year. A lot of my friends are struggling with depr… ,1
870431386536222720,RT @GIRLposts: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and soci… ,1
870431389019197440,RT @humansofny: “I don’t think I’m going to miss eighth grade. It’s been a tough year. A lot of my friends are struggling with depr… ,1
870431396799676417,"Depression,Anxiety,Obsessive-Compulsive Disorder...It never gets better...",-1
870431407234883584,"If you’ve never suffered from #depression, it’s hard to understand.its impact on my #marriage https://t.co/4FIbG7nI3m via @harpersbazaarus",-1
870431414986133505,anyways TL topic is depression and I'm comfortable in who I am and it's jarring having to hear shit like this every… https://t.co/vyFk7hGuqd,-1
870431414604488704,My anxiety is ruining my life 🙃,1
870431418953977857,RT @memetribute: me trying to better my mental health https://t.co/roAxNDwIbE,1
870431424347725825,gonna focus on myself for a little bit fuck my depression and hoe ways,-1
870431427745255425,"RT @ACA_CTOnline: Our June cover story: Managing #anxiety, the most common mental illness in the United States https://t.co/uvSXrG9eCf",-1
870431428366016513,AB1361 [Engross] Veterans' homes: services: complex mental and behavioral health needs. https://t.co/DpBey5fw3R,-1
870431430983208960,"@SenatorIsakson @SenAlexander @SenBobCorker Please do your constituents a favor and get your hearing and mental health evaluated, Senator.",1
870431431163498498,RT @WotherspoonT: A pleasure to join with community for a Ramadan Iftar Dinner focused on mental health hosted by @IDIRegina along wi… ,1
870431444249698304,RT @pettyblackboy: Me and my homegirls taking a break from our depression to turn up at local functions this summer https://t.co/bhtbieNixW,-1
870431449144360960,RT @lifeaseva: RESPECT AND ACKNOWLEDGE PEOPLE WITH MENTAL HEALTH PROBLEMS IT IS A REAL THING AND NOT SOMETHING ANYONE CHOOSES TO LIVE WITH,1
870431456224587776,Realized I can't do bumper carts or go-karts anymore. Too much anxiety 🙅�?�,-1
870431463958867968,RT @COCONUTOILBAE: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and soci… ,1
870431466760445953,RT @GIRLposts: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and soci… ,1
870431471219113984,RT @subtextfantasy: honestly bob's burgers cured my depression,-1
870431472838168576,The wisdom. This is a word. https://t.co/mIGKcSQzk6,1
870431480140488704,RT @humansofny: “I don’t think I’m going to miss eighth grade. It’s been a tough year. A lot of my friends are struggling with depr… ,1
870431482707189760,RT @humansofny: “I don’t think I’m going to miss eighth grade. It’s been a tough year. A lot of my friends are struggling with depr… ,1
870431497680900096,RT @humansofny: “I don’t think I’m going to miss eighth grade. It’s been a tough year. A lot of my friends are struggling with depr… ,1
870431505943810048,I'M DYING https://t.co/x2ktqBNtgS,-1
870431508913430528,adulting= anxiety you feel when the person next to you on a plane is paying for wifi to check email &amp; ur drinking wine listening to Kendrick,-1
870431512721620992,"@EmmanuelMacron The American people are with you,,#donthecon is a Russian puppet,,with mental health issues https://t.co/TlJ5drxR3r",1
870431512239460352,RT @humansofny: “I don’t think I’m going to miss eighth grade. It’s been a tough year. A lot of my friends are struggling with depr… ,-1
870431515909513216,"SAP tackles indirect access 'anxiety', updates corporate pricing and licensing ZDNet https://t.co/2bBxlmsfGi https://t.co/e64seyO2Vv",-1
870431517788516352,depression: surprise bitch,-1
870431521957711872,RT @COCONUTOILBAE: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and soci… ,1
870431530711121920,Combating feelings of #depression and #loneliness? Check out this video. https://t.co/47neChCND2,-1
870431534750289921,"3 all-natural ways to dial-down your anxiety before an audition. # #ActingLife
https://t.co/yDoKpix0WX https://t.co/RZ3yyqH2vO",-1
870431540123140096,RT @humansofny: “I don’t think I’m going to miss eighth grade. It’s been a tough year. A lot of my friends are struggling with depr… ,1
870431540676841472,@SpringAwakeFest This schedule gives me anxiety lol 😳,-1
870431553440157697,Combating feelings of #depression and #loneliness? Check out this video. https://t.co/7K9LpOvmN8,-1
870431555440726016,@MHATPolicy @GovAbbott @MHATexas Proud to Joint Author! Thank you @NicoleCollier95. Great mental health legislation… https://t.co/Ktxd3cVV2e,1
870431563174903808,"RT @MonicaBrighton: this is the 3rd time in 100 years that all 3 branches are Republican. 1st caused the Great Depression, 2nd caused the G…",-1
870431568338329600,Combating feelings of #depression and #loneliness? Check out this video. https://t.co/tPV0LokLpm,-1
870431571647406080,RT @humansofny: “I don’t think I’m going to miss eighth grade. It’s been a tough year. A lot of my friends are struggling with depr… ,1
870431579679666177,RT @humansofny: “I don’t think I’m going to miss eighth grade. It’s been a tough year. A lot of my friends are struggling with depr… ,1
870431581143351296,RT @WMS_Apaches: WCS teachers and admin take a course in Mental Health First Aide by MHA of Wabash County.  Kids first even in summe… ,-1
870431581072175104,RT @Jniewalker: มินย้อ�?ถามซอฮยอนว่า depression �?ปลว่าอะไร น้อง�?็พิมพ์ตอบให้ ละนัง�?็�?บบ อู้วว ชเวซอฮยอนนน~~ ละ�?็บอ�?ว่าเนี่ยซอฮยอนเคย… ,1
870431582389100544,so apparently my theme this summer is gonna be: depression,-1
870431582456356864,"RT @rickygervais: For every tweet/retweet using #BellLetsTalk, Bell will donate 5¢ to Canadian mental health initiatives.",1
870431583609786369,"RT @OfficialChunter: 3 all-natural ways to dial-down your anxiety before an audition. # #ActingLife
https://t.co/yDoKpix0WX https://t.co/RZ…",-1
870431583291023362,Combating feelings of #depression and #loneliness? Check out this video. https://t.co/vwHqZ1EKKA,-1
870431584020815874,RT @GIRLposts: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and soci… ,1
870431587288141825,@SammRuger @MCD_MiamiValley I only have $.99 😔 guess I have to have crippling depression forever,-1
870431590953963522,@AnnaKennedy1 @TheresaMay_MP @jeremycorbyn @timfarron We feel that Labour will create a more caring &amp; fair society… https://t.co/lqubzwfFQj,1
870431597153189895,"(And hey, speaking as somebody who has suffered from anxiety for a while, I can assure you is not that much of a deal to get over it).",1
870431598147244032,RT @memetribute: me trying to better my mental health https://t.co/roAxNDwIbE,1
870431600777015297,Combating feelings of #depression and #loneliness? Check out this video. https://t.co/DAUdpyQYjS,-1
870431602148429824,I have social anxiety and will sometimes avoid totally normal things I have to do if it involves having to initiate a conversation,1
870431604950290432,RT @schoolfession: When someone says 'don't be anxious' and your anxiety is cured https://t.co/C0W7WfAFCO,-1
